"","firm_id","est","se","ttest_p","ttest_p_greater","ttest_p_less","t_stat","post_mean_u","post_mean_beta","lower_ci_u","upper_ci_u","lower_ci_beta","upper_ci_beta","lower_ci_beta95","upper_ci_beta95","normal_mean_beta","sic_combined","sic_name"
"71",73,-0.0129310344827586,0.0121848686127153,0.290805818171117,0.854597090914442,0.145402909085558,-1.06123708788002,0.712555784759083,0.00868239861651967,0.115268580015842,1.36614613352109,0.00140453250266729,0.0166463111427235,0.000741281043074404,0.0183239471875761,-0.00358596450808695,70,"Accommodation"
"72",91,0.0307692307692308,0.0215864849236958,0.158902579493773,0.0794512897468863,0.920548710253114,1.4253932901996,1.15813453889437,0.0250000537634548,0.432257175059406,1.98624840193964,0.00933091299257922,0.042876121183185,0.0065201194491356,0.0485437868527516,0.0231267842850572,63,"Insurance / real estate"
"73",70,0.04,0.018272136375967,0.0304603103238016,0.0152301551619008,0.984769844838099,2.18912551750716,1.38092253718661,0.0252324049241201,0.577410201746022,2.51989923534632,0.0105505179511779,0.0460439424819428,0.00807377898666849,0.0541177214686113,0.0288493196929235,57,"Furnishing stores"
"74",44,0.054,0.0215496426136071,0.0135114546333538,0.00675572731667692,0.993244272683323,2.50584202105991,1.51779996980831,0.0327080469083128,0.644650206755263,2.94361799707122,0.0138919815663639,0.0634339158278668,0.0109249855033491,0.0743129013922544,0.0329012904231178,55,"Auto dealers / services"
"75",39,0.056,0.0214144961453986,0.0100280048932103,0.00501400244660515,0.994985997553395,2.61505102056921,1.57578655353269,0.0337446750765966,0.66919814509197,3.12505928042949,0.0143305410985799,0.0669215699148992,0.0113821522601161,0.0778694633538462,0.033859682201925,59,"Other retail"
"76",24,0.052,0.0186858580301409,0.00623193113723185,0.00311596556861593,0.996884034431384,2.78285320995816,1.67936103698293,0.0313803019184132,0.708688306764064,3.43137485880492,0.0132424490878142,0.0641181834598234,0.0106697443704527,0.0734317734056204,0.0344893930466332,53,"General merchandise"
"77",28,0.0373333333333333,0.0156535062546548,0.0185946827829023,0.00929734139145115,0.990702658608549,2.38498217114978,1.46072177870306,0.0228654174992389,0.619034966751742,2.76324401537976,0.00969006772389842,0.0432544574778845,0.00753486300599687,0.0508895625637838,0.0290231729105823,52,"Building materials"
"78",9,0.00268817204301065,0.0159089805804972,0.866096239071729,0.433048119535864,0.566951880464136,0.168971985942712,0.909077335884603,0.0144624936827583,0.234806366698937,1.6073563102209,0.00373552992799049,0.025571400325244,0.00220735859381256,0.0281692915933465,0.00908962810963377,53,"General merchandise"
"79",81,0.00632911392405063,0.00632911392405063,0.320402732554116,0.160201366277058,0.839798633722942,1,1.0648806889041,0.00673975119559555,0.358613360049285,1.82722045358445,0.00226970481043851,0.0115646864150915,0.00149962639261116,0.0128954359616879,0.00752807286148652,63,"Insurance / real estate"
"80",36,0.0180722891566265,0.0217609010727013,0.408671286884426,0.204335643442213,0.795664356557787,0.83049360392975,1.03086934778034,0.0224326458959282,0.330863516712138,1.7749226719106,0.0071998882557389,0.0386239166751413,0.0046450891972509,0.0429206241825984,0.0177991829032874,53,"General merchandise"
